QUEST_LV_0300_20150323_000001	칼리스 기사단을 지원하기 위해 본부에서 떨어져 나와 이런 곳에 있습니다.{nl}궁금한 것이 있다면 베르크티 광장에 있는 본부 쪽으로 알아보시기 바랍니다.
QUEST_LV_0300_20150323_000002	전 원래 행상인이었습죠.{nl}신수의 날 이후 여기가 제일 안전한 것 같아서 정착했는데.. 아니었나봅니다요.
QUEST_LV_0300_20150323_000003	여기저기 떠돌아다니면서 계시자라는 사람들을 많이 만나 봤습죠.{nl}제 생각엔.. 계시자님이 특별한 건 단지 강하기 때문만은 아닐 거라는 겁니다요.
QUEST_LV_0300_20150323_000004	여신과 사제님들을 탓하자는 건 아니야.{nl}하지만 무작정 믿고 기다리라는 건 좀 너무한 것 같아.{nl}
QUEST_LV_0300_20150323_000005	마을에 있는 봉인이 닫혀 있으니까 봉인이지 무슨 대수겠어?{nl}사제님들이 괜히 겁을 주는 거라고 생각해.
QUEST_LV_0300_20150323_000006	사제님들은 마을에 있는 봉인이 얼마나 중요한 건지 알게 되길 원치 않으세요.{nl}자신들이 희생하면 그걸로 된 거라면서요.
QUEST_LV_0300_20150323_000007	사제님들이 마을사람들과 좀 더 솔직한 이야기를 나누었으면 하는 마음도 있어요.{nl}이러다 정말 큰일이라도 벌어진다면..
QUEST_LV_0300_20150323_000008	사악한 기운은 숲을 썩게 만들어 생명이 살아갈 수 없는 땅으로 만들어 버립니다.{nl}저희 마을이 품고 있는 가장 큰 문제이기도 하지요.
QUEST_LV_0300_20150323_000009	여신이시여..{nl}마을의 봉인은 정말 괜찮은 걸까요..
QUEST_LV_0300_20150323_000010	앞으로도 봉인을 노리고 마족들이 끊임없이 공격해오겠지요.{nl}아우스테야 여신께서 부재중이신 상태로 언제까지 버틸 수 있을지..
QUEST_LV_0300_20150323_000011	사제들끼리만 일을 해결하려고 했던 저희의 잘못도 큽니다.{nl}이제부턴 마을 사람들에게 모든 사실을 고하고 천천히 논의해 볼 생각입니다.
QUEST_LV_0300_20150717_000012	탐지기 작동 점검(1)
QUEST_LV_0300_20150717_000014	탐지기 작동 점검(2)
QUEST_LV_0300_20150717_000016	탐지기 작동 점검(3)
QUEST_LV_0300_20150717_000017	탐지기 작동 점검(4)
QUEST_LV_0300_20150717_000019	탐지기를 수리 하는 중
QUEST_LV_0300_20150717_000021	탐지기 작동 점검(5)
QUEST_LV_0300_20150717_000025	영혼의 인도를 위해
QUEST_LV_0300_20150717_000030	바라는 것은 오직(1)
QUEST_LV_0300_20150717_000031	죽음을 바라는 이유에 대해
QUEST_LV_0300_20150717_000032	바라는 것은 오직(3)
QUEST_LV_0300_20150717_000033	바라는 것은 오직(2)
QUEST_LV_0300_20150717_000036	단말기 파괴(1)
QUEST_LV_0300_20150717_000043	그리고 영원한 안식(1)
QUEST_LV_0300_20150717_000045	그리고 영원한 안식(2)
QUEST_LV_0300_20150717_000047	그리고 영원한 안식(3)
QUEST_LV_0300_20150717_000050	탐지기 작동 점검
QUEST_LV_0300_20150717_000051	큐폴 메일레와 대화
QUEST_LV_0300_20150717_000055	큐폴 메일레에게 돌아가기
QUEST_LV_0300_20150717_000075	몬스터를 사냥하여 노끈 구하기
QUEST_LV_0300_20150717_000076	석화 탐지기를 모두 수리했습니다. 이 사실을 큐폴 메일레에게 알려 주세요.
QUEST_LV_0300_20150717_000081	바라는 것은 오직
QUEST_LV_0300_20150717_000108	그리고 영원한 안식
QUEST_LV_0300_20150717_000116	쉬트리가일라의 오브를 설치 했더니, 엄청난 반응을 일으키면서 몬스터들이 몰려들었습니다! 몬스터들을 물리치세요!
QUEST_LV_0300_20150729_000144	이제 마지막인가. 정말로.
QUEST_LV_0300_20150729_000150	협조 하겠다고 한다
QUEST_LV_0300_20150730_000160	제작스킬을 사용하여 %s 만들기
QUEST_LV_0300_20150803_000178	감사의 말을 전한다
QUEST_LV_0300_20150803_000179	탐지기 작동 점검(6)
QUEST_LV_0300_20150803_000188	레티아로부터 부품을 얻었습니다. 이제 연안요새의 큐폴 메일레에게 돌아가세요.
QUEST_LV_0300_20150908_000189	수리 중
QUEST_LV_0300_20150908_000195	저주가 풀렸습니다
QUEST_LV_0300_20150908_000200	쉬트리가일라가 원하는 것이 이루어 진 것 같습니다
QUEST_LV_0300_20150908_000201	수습 중
QUEST_LV_0300_20150908_000202	시신을 수습하고 유품을 구했습니다!
QUEST_LV_0300_20150908_000203	시신을 수습했습니다!
QUEST_LV_0300_20150908_000205	아무 것도 채취하지 못했습니다!
QUEST_LV_0300_20150908_000206	석화물 가루 채취 중
QUEST_LV_0300_20150908_000207	석화물 가루를 채취하였습니다!
QUEST_LV_0300_20150908_000208	석화물 가루 채취에 실패 하였습니다!
QUEST_LV_0300_20150908_000211	아무 것도 얻지 못했습니다
QUEST_LV_0300_20151001_000212	계시자님! 괜찮으세요?{nl}석화서리라니, 정말 위험했어요.{nl}
QUEST_LV_0300_20151001_000213	전 오래 전에 석화서리에 당한 영혼들을 인도하고 있어요.{nl}
QUEST_LV_0300_20151001_000214	하지만 이 석화서리는 마왕 제스티의 저주.. {nl}저희 큐폴들까지 돌로 만들어 버리지요.{nl}
QUEST_LV_0300_20151001_000215	적어도 석화서리가 언제 불어오는지만 알면 돼요.{nl}인간들이 놓고 간 석화 탐지기가 있긴 한데 어떤 건 고장 난 것 같거든요.{nl}절 도와주실 수 있을까요?
