QUEST_20150317_000001	퀘스트 수정이 필요한 유저를 선택해주세요.
QUEST_20150317_000002	여신 바카리네의 상
QUEST_20150317_000003	지역을 선택해주세요.
QUEST_20150317_000004	선택
QUEST_20150317_000005	아이템을 선택해주세요.
QUEST_20150317_000006	그룹 선택
QUEST_20150317_000007	치트 스타트 그룹을 선택하세요.
QUEST_20150317_000008	존 선택
QUEST_20150317_000009	시작할 존을 선택하세요.
QUEST_20150317_000010	전직 선택
QUEST_20150317_000011	원하시는 직업을 선택하세요.
QUEST_20150317_000012	보코르 마스터
QUEST_20150317_000013	이 석판이 어떤 물건인지 궁금하시다고요.{nl}원하신다면 이 석판을 만든 자의 의지를 환영으로 보여드리지요.
QUEST_20150317_000014	여신 라이마
QUEST_20150317_000015	당신이 이 계시를 보고 있을 땐 이미 오랜 시간이 흐른 뒤이겠지요.{nl}저는 운명과 예지의 여신 라이마 입니다.{nl}
QUEST_20150317_000016	600년 전에 이 계시를 만들면서 저는 많은 슬픔과 죽음을 보았습니다.{nl}당신이 이 계시를 보았다는 것은 제가 예지한 모든 일이 현실로 벌어졌겠지요.{nl}
QUEST_20150317_000017	이미 첫 번째 재앙은 마족에 의해 일어났고 여신들은 모두 자취를 감추었을 것입니다.{nl}저는 이 모든 것을 미리 알았고, 막으려 노력했지만 제 힘은 너무나도 미약했습니다.{nl}
QUEST_20150317_000018	전 해답을 찾기 위해 기나긴 예지의 꿈 속을 거닐었습니다.{nl}그 꿈의 끝은 바로 당신.. 구원자였습니다.{nl}
QUEST_20150317_000019	하지만 예지의 힘을 가진 절 마족이 가만 둘 리가 없었기에{nl}당신이 나타날 때 까지 어떻게든 몸을 피해야만 했습니다.{nl}
QUEST_20150317_000020	저는 스스로를 나누어 여러 개의 계시에 깃들기로 결심했습니다.{nl}왕국을 떠돌며 계시를 만들어 감추는 일은 천 년 동안이나 계속되었지요.{nl}
QUEST_20150317_000021	구원자여.{nl}제가 완전한 모습을 되찾고 마족의 흉계를 멈추려면 {nl}모든 시간의 축에 감추어 놓은 계시를 전부 찾아 주셔야 합니다.
QUEST_20150317_000022	그대에게 지워진 신성한 사명의 무게가 어깨를 짓누르겠지요.{nl}어쩌면 수 많은 시련과 고난의 진흙탕 속을 뒹굴게 될지도 모릅니다.{nl}
QUEST_20150317_000023	하지만 당신만이 저와 이 세계를 구할 수 있어요.{nl}
QUEST_20150317_000024	다음 계시는 초대 팔라딘에게 맡겨 두었습니다.{nl}가장 드높은 화원에서 당신을 기다리겠습니다.
QUEST_20150317_000025	사악한 힘이나 의지는 전혀 느껴지지 않는군요.{nl}그렇다면 이 계시가 진짜 라이마 여신의.. 그저 놀랍습니다.
QUEST_20150317_000026	자, 어서 우스카님께 돌아가세요.{nl}그분이라면 당신이 어디로 가야 할지를 알려줄 겁니다.{nl}당신의 앞날에 여신의 축복이 깃들기를..
QUEST_20150317_000027	원하는 스마트젠을 선택하세요.
QUEST_20150317_000028	윌리엄
QUEST_20150317_000029	{memo X}이용 요금은 100실버입니다.{nl}몬스터 한복판을 헤쳐가느니 차라리 이게 싸죠.
